q_id_2021,q_text_2021,q_type_2021,q_id_2020,q_text_2020,q_type_2020,jaccardDist
10.3-2-4,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of buses-plug in hybrid,Question-Column-Row,10.4-2-4,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of buses-plug in hybrid,Question-Column-Row,0
10.3-5-1,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of taxis-total fleet size,Question-Column-Row,10.4-5-1,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of taxis-total fleet size,Question-Column-Row,0
10.3-6-2,"please provide the total fleet size and number of vehicle types for the following modes of transport.-transport network companies (e.g. uber, lyft) fleet size-electric",Question-Column-Row,10.4-6-2,"please provide the total fleet size and number of vehicle types for the following modes of transport.-transport network companies (e.g. uber, lyft) fleet size-electric",Question-Column-Row,0
10.3-6-3,"please provide the total fleet size and number of vehicle types for the following modes of transport.-transport network companies (e.g. uber, lyft) fleet size-hybrid",Question-Column-Row,10.4-6-3,"please provide the total fleet size and number of vehicle types for the following modes of transport.-transport network companies (e.g. uber, lyft) fleet size-hybrid",Question-Column-Row,0
10.3-8-2,please provide the total fleet size and number of vehicle types for the following modes of transport.-comment-electric,Question-Column-Row,10.4-8-2,please provide the total fleet size and number of vehicle types for the following modes of transport.-comment-electric,Question-Column-Row,0
10.4-1-2,provide information on ghg emissions from the transport sector.-ghg emissions (tonne co2e)-passenger transport: public transport (bus),Question-Column-Row,10.5-1-2,provide information on ghg emissions from the transport sector.-ghg emissions (co2e)-passenger transport: public transport (bus),Question-Column-Row,0.050000000000000044
10.9-2,how many instances of exceeding your city’s air quality index standards for the air quality index (aqi) has your city experienced?-unit,Question-Column,10.13-2,how many instances of exceeding your city’s air quality index standards for the air quality index (aqi) has your city experienced ?-unit,Question-Column,0.039215686274509776
11.1-1-1,"report the total population living within 500m of a mass transit station, with mass transit defined as any bus rapid transit (brt), light rail, other rail-based transit modes or frequent bus services (average of five times an hour from 7 a.m. to 9 p.m. on a weekday).-population-total population living within 500m of a mass transit station",Question-Column-Row,11.1-1-1,"report the total population living within 500m of a mass transit station, with mass transit defined as any bus rapid transit (brt), light rail, other rail-based transit modes or frequent bus services (average of five times an hour from 7 a.m. to 9 p.m. on a weekday).-population-total population living within 500m of a mass transit station",Question-Column-Row,0
12.0a-1-7,"report the tonnes per food group that are served and/or sold through the above mentioned programs.-tonnes served and/or sold-meat (beef, pork, chicken) protein sources",Question-Column-Row,12.0a-1-6,"report the tonnes per food group that are served and/or sold through programs managed by your city (this includes schools, canteens, hospitals etc.).-tonnes served and/or sold-protein sources",Question-Column-Row,0.45999999999999996
12.0a-1-9,report the tonnes per food group that are served and/or sold through the above mentioned programs.-tonnes served and/or sold-fish protein sources,Question-Column-Row,12.0a-1-6,"report the tonnes per food group that are served and/or sold through programs managed by your city (this includes schools, canteens, hospitals etc.).-tonnes served and/or sold-protein sources",Question-Column-Row,0.44565217391304346
12.0a-2-7,"report the tonnes per food group that are served and/or sold through the above mentioned programs.-comment-meat (beef, pork, chicken) protein sources",Question-Column-Row,12.0a-2-6,"report the tonnes per food group that are served and/or sold through programs managed by your city (this includes schools, canteens, hospitals etc.).-comment-protein sources",Question-Column-Row,0.42156862745098034
12.4-1-5,how does your city increase access to sustainable foods?-action implemented-do you incentivise fresh fruit/vegetables vendor locations?,Question-Column-Row,12.4-1-4,how does your city increase access to sustainable foods?-action implemented-do you incentivise fresh fruit/vegetables vendor locations?,Question-Column-Row,0
13.1-0,how much of the solid waste generated in your city is disposed to landfill or incineration (tonnes/year)?-none,Question-Column,13.1-0,how much of the solid waste generated in your city is disposed to landfill or incineration (tonnes/year)?-none,Question-Column,0
13.3-1-4,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of solid waste generated (tonnes/year)-industrial,Question-Column-Row,13.3-1-4,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of solid waste generated (tonnes/year)-industrial,Question-Column-Row,0
13.5-0,please provide a waste composition analysis-none,Question-Column,13.5-0,please provide a waste composition analysis-none,Question-Column,0
13.6-2-6,"does your city have any of the following initiatives, policies and/or regulations.-please provide more details and/or a link to more information about any of the proposed initiatives/policies/regulations-sanitary landfill with leachate capture and landfill gas management system",Question-Column-Row,13.6-2-5,"does your city have any of the following initiatives, policies and/or regulations.-please provide more details and/or a link to more information about any of the proposed initiatives/policies/regulations-sanitary landfill with leachate capture and landfill gas management system",Question-Column-Row,0
14.1-0,what percentage of your city's population has access to potable water supply service?-none,Question-Column,14.1-0,what percentage of your city's population has access to potable water supply service?-none,Question-Column,0
14.2a-1,please identify the risks to your city’s water security as well as the timescale and level of risk.-water security risk drivers,Question-Column,14.2a-1,please identify the risks to your city’s water security as well as the timescale and level of risk.-water security risk drivers,Question-Column,0
14.2a-2,please identify the risks to your city’s water security as well as the timescale and level of risk.-anticipated timescale,Question-Column,14.2a-2,please identify the risks to your city’s water security as well as the timescale and level of risk.-anticipated timescale,Question-Column,0
14.2a-4,please identify the risks to your city’s water security as well as the timescale and level of risk.-estimated probability of impact,Question-Column,14.2a-4,please identify the risks to your city’s water security as well as the timescale and level of risk.-estimated probability of impact,Question-Column,0
14.4a-3,please provide more information on your city’s public water resource management strategy.-web link,Question-Column,14.4a-3,please provide more information on your city’s public water resource management strategy.-web link,Question-Column,0
2.1-11,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-when do you first expect to experience those changes in frequency and intensity?",Question-Column,2.1-11,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-when do you first expect to experience those changes in frequency and intensity?",Question-Column,0
2.1-12,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-please describe the impacts experienced so far, and how you expect the hazard to impact in   the future",Question-Column,2.1-12,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-please describe the impacts experienced so far, and how you expect the hazard to impact in   the future",Question-Column,0
2.1-9,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future change in intensity",Question-Column,2.1-9,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future change in intensity",Question-Column,0
2.1-9,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future change in intensity",Question-Column,2.1-8,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future change in frequency",Question-Column,0
2.2-4,please identify and describe the factors that most greatly affect your city’s ability to adapt to climate change and indicate how those factors either support or challenge this ability.-please describe how the factor supports or challenges the adaptive capacity of your city,Question-Column,2.2-4,please identify and describe the factors that most greatly affect your city’s ability to adapt to climate change and indicate how those factors either support or challenge this ability.-please describe how the factor supports or challenges the adaptive capacity of your city,Question-Column,0
3.2a-6,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-boundary of plan relative to city boundary (reported in 0.1)",Question-Column,3.2a-6,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-boundary of plan relative to city boundary (reported in 0.1)",Question-Column,0.010638297872340385
3.3-2,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-climate hazards that adaptation goal addresses,Question-Column,3.3-2,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-climate hazards that adaptation goal addresses,Question-Column,0
4.14a-8,please provide a summary of emissions factors and activity data used in your inventory.-emission factor unit (denominator),Question-Column,4.15-8,please provide a summary of emissions factors and activity data used in your inventory.-emission factor unit (denominator),Question-Column,0
4.4-0,which gases are included in your city-wide emissions inventory?-none,Question-Column,4.4-0,which gases are included in your city-wide emissions inventory?-none,Question-Column,0
4.5-8,please attach your city-wide inventory in excel or other spreadsheet format and provide additional details on the inventory calculation methods in the table below.-overall level of confidence,Question-Column,4.5-7,please attach your city-wide inventory in excel or other spreadsheet format and provide additional details on the inventory calculation methods in the table below.-overall level of confidence,Question-Column,0
4.6a-1-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,4.6a-1-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,0
4.6a-1-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,4.6a-1-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,0
4.6a-1-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,4.6a-1-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,0
4.6a-1-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > fugitive emissions",Question-Column-Row,4.6a-1-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > fugitive emissions",Question-Column-Row,0
4.6a-3-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > livestock",Question-Column-Row,4.6a-3-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > livestock",Question-Column-Row,0
4.6a-3-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > land use",Question-Column-Row,4.6a-3-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > land use",Question-Column-Row,0
4.6a-3-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,4.6a-3-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,0
4.6a-3-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,4.6a-3-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,0
4.6a-4-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,4.6a-4-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,0
4.6a-4-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,4.6a-2-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,0
4.6a-4-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,4.6a-2-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0
4.6a-4-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,4.6a-4-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0
4.6a-4-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,4.6a-4-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,0
4.6a-4-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,4.6a-2-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,0
4.6a-5-14,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-waste > solid waste disposal",Question-Column-Row,4.6a-5-14,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-waste > solid waste disposal",Question-Column-Row,0
4.6a-5-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-afolu > land use",Question-Column-Row,4.6a-5-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-afolu > land use",Question-Column-Row,0
4.6a-5-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total afolu",Question-Column-Row,4.6a-5-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total afolu",Question-Column-Row,0
4.6a-5-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-generation of grid-supplied energy > local renewable generation",Question-Column-Row,4.6a-5-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0
4.6a-5-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,4.6a-5-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,0
4.6a-5-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,4.6a-5-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,0
4.6a-7-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-transportation > waterborne navigation",Question-Column-Row,4.6a-7-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-transportation > waterborne navigation",Question-Column-Row,0
4.6a-7-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,4.6a-7-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,0
4.6a-7-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-stationary energy > institutional buildings & facilities",Question-Column-Row,4.6a-7-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-stationary energy > institutional buildings & facilities",Question-Column-Row,0
4.6b-1-16,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-total basic emissions,Question-Column-Row,4.6b-1-17,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-total basic+ emissions,Question-Column-Row,0
