q_id_2021,q_text_2021,q_type_2021,q_id_2018,q_text_2018,q_type_2018,jaccardDist
8.0-0,does your city have a renewable energy target?-none,Question-Column,9.2-0,does your city have a renewable energy or electricity target?-none,Question-Column,0.1875
8.0a-2,please provide details of your renewable energy target(s) and how the city plans to meet those targets.-energy sector,Question-Column,9.2a-6,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-target year,Question-Column,0.17543859649122806
8.1-13-1,please indicate the source mix of electricity consumed in your city.-total electricity consumption (mwh)-electricity source,Question-Column-Row,9.0-10-1,please indicate the energy mix of electricity consumed in your city.-other sources-energy consumption percentage,Question-Column-Row,0.3548387096774194
8.1a-4-1,please indicate the source mix of thermal energy (heating and cooling) consumed in your city.-bioenergy (biomass and biofuel)-thermal energy consumption,Question-Column-Row,9.0-6-1,please indicate the energy mix of electricity consumed in your city.-biomass-energy consumption percentage,Question-Column-Row,0.41891891891891897
8.3a-7,please provide details on your city’s energy efficiency targets.-percentage of energy efficiency improvement in target year compared to base year levels,Question-Column,9.2a-5,please provide details of your renewable energy or electricity target and how the city plans to meet those targets.-percentage renewable energy / electricity of total energy or electricity in base year,Question-Column,0.3902439024390244
9.1-2-4,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the emission reduction target.-new buildings",Question-Column-Row,10.0-2-4,does your city have emissions reduction targets or energy efficiency targets for the following building types?-energy efficiency target-new buildings,Question-Column-Row,0.4193548387096774
9.1-2-4,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-please provide more details and/or link to more information about the emission reduction target.-new buildings",Question-Column-Row,10.0-1-4,does your city have emissions reduction targets or energy efficiency targets for the following building types?-emissions reduction target-new buildings,Question-Column-Row,0.4193548387096774
9.1-3-1,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-energy efficiency target-commercial",Question-Column-Row,10.0-1-1,does your city have emissions reduction targets or energy efficiency targets for the following building types?-emissions reduction target-commercial,Question-Column-Row,0.18055555555555558
9.1-3-1,"does your city have emissions reduction targets (government operations, city wide targets) or energy efficiency targets for the following building types?-energy efficiency target-commercial",Question-Column-Row,10.0-2-1,does your city have emissions reduction targets or energy efficiency targets for the following building types?-energy efficiency target-commercial,Question-Column-Row,0.18055555555555558
0.5-2-1,"please provide details of your city’s current population. report the population in the year of your reported inventory, if possible.-current population year-please complete",Question-Column-Row,0.6-2-1,please provide details of your city’s current and projected population.-current population year-please complete,Question-Column-Row,0.33333333333333337
10.1-10-1,what is the mode share of each transport mode in your city for passenger transport?-comment-please complete,Question-Column-Row,11.0-6-1,what is the mode share of each transport mode in your city?-cycling-please complete,Question-Column-Row,0.37735849056603776
10.1-6-1,what is the mode share of each transport mode in your city for passenger transport?-cycling-please complete,Question-Column-Row,11.0-6-1,what is the mode share of each transport mode in your city?-cycling-please complete,Question-Column-Row,0.20408163265306123
10.2-2-5,what is the mode share of each transport mode in your city for freight transport?-comment-rail,Question-Column-Row,11.0-2-1,what is the mode share of each transport mode in your city?-rail/metro/tram-please complete,Question-Column-Row,0.4716981132075472
10.3-4-5,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of freight vehicles-hydrogen,Question-Column-Row,11.4-4-5,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of freight vehicles-hydrogen,Question-Column-Row,0
10.3-8-4,please provide the total fleet size and number of vehicle types for the following modes of transport.-comment-plug in hybrid,Question-Column-Row,11.4-5-4,please provide the total fleet size and number of vehicle types for the following modes of transport:-number of taxis-plug in hybrid,Question-Column-Row,0.15662650602409633
11.0-0,what is the size of your city’s park space in square km?-none,Question-Column,12.0-0,what is the size of your city’s park space in square km?-none,Question-Column,0
13.3-1-6,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of solid waste generated (tonnes/year)-other,Question-Column-Row,14.1-1-3,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of total solid waste collected (tonnes/year)-other,Question-Column-Row,0.08620689655172409
14.3-3,please select the actions you are taking to reduce the risks to your city’s water security.-status of action,Question-Column,15.4-1,please select the actions you are taking to reduce the risks to your city’s water supply.-risks,Question-Column,0.2142857142857143
2.0b-8,"please attach and provide details on your climate change risk and vulnerability assessment. please provide details on the boundary of your assessment, and where this differs from your city’s boundary, please provide an explanation.-areas/sectors covered by the risk and vulnerability assessment",Question-Column,2.0b-6,"please attach and provide details on your climate change risk or vulnerability assessment. please provide details on the boundary of your assessment, and where this differs from your city’s boundary, please provide an explanation.-primary author of assessment",Question-Column,0.12790697674418605
2.0d-2-1,"if the city’s climate change risk assessment has been conducted more than 4 years ago, what  update/revision process does your city have in place?-provide more details on the update / revision process for your climate risk or vulnerability assessment-update/revision process",Question-Column-Row,2.1a-4-1,please provide more details on the update / revision process for your city’s climate risk or vulnerability assessment.-comment-update process,Question-Column-Row,0.3222222222222222
2.1-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current probability of hazard",Question-Column,2.2a-6,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity.  please also select the top 3 assets or services that are affected by the climate hazard, and provide a description of the impact.-consequence of hazard",Question-Column,0.0901639344262295
2.1-6,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-most relevant assets / services affected overall",Question-Column,2.2a-10,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity.  please also select the top 3 assets or services that are affected by the climate hazard, and provide a description of the impact.-impact description",Question-Column,0.12
3.0-11,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-total cost of the project (currency)",Question-Column,3.3-1,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-climate hazards",Question-Column,0.13207547169811318
3.0-8,"please describe the main actions you are taking to reduce the risk to, and vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action description and implementation progress",Question-Column,3.3-4,"please describe the actions you are taking to reduce the risk to, or vulnerability of, your city’s infrastructure, services, citizens, and businesses from climate change as identified in the climate hazards section.-action description",Question-Column,0.10476190476190472
3.2-0,"does your city council, or similar authority, have a published plan that addresses climate change adaptation and/or resilience?-none",Question-Column,3.1-0,has your city council published a plan that addresses climate change adaptation?-none,Question-Column,0.31818181818181823
3.2a-1,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-publication title and attach the document",Question-Column,3.1a-1,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-publication title and attach adaptation plan",Question-Column,0.021505376344086002
3.2a-12,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-primary author of plan",Question-Column,3.1a-6,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-primary author of plan",Question-Column,0.021739130434782594
3.2a-14,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-update/revision process in place for the adaptation plan",Question-Column,3.1a-5,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-explanation of boundary choice",Question-Column,0.14141414141414144
3.2a-3,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-sectors/areas covered by plan that addresses climate change adaptation",Question-Column,3.1a-7,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-stage of implementation",Question-Column,0.14851485148514854
3.2a-8,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-stage of implementation",Question-Column,3.1a-7,"please provide more information on your plan that addresses climate change adaptation and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-stage of implementation",Question-Column,0.021739130434782594
3.3-4,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-description of metric / indicator used to track goal,Question-Column,3.4-1,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-adaptation goal,Question-Column,0.2272727272727273
4.12-0,has the city-wide ghg emissions data you are currently reporting been externally verified or audited in part or in whole?-none,Question-Column,7.12-0,has the city-wide ghg emissions data you are currently reporting been externally verified or audited in part or in whole?-none,Question-Column,0
4.2-1-1,please indicate the category that best describes the boundary of your city-wide ghg emissions inventory.-boundary of inventory relative to city boundary (reported in 0.1)-please explain,Question-Column-Row,7.2-0,please indicate the category that best describes the boundary of your city-wide ghg emissions inventory.-none,Question-Column,0.23684210526315785
4.3-1-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-primary protocol-emissions methodology",Question-Column-Row,7.4-1-1,"please give the name of the primary protocol, standard, or methodology you have used to calculate your city’s city-wide ghg emissions.-primary protocol-emissions methodology",Question-Column-Row,0
4.6a-7-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,7.4b-1-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-scope 1 emissions excluding emissions from grid-supplied energy generation-city-wide emissions",Question-Column-Row,0.49142857142857144
4.6a-7-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > local renewable generation",Question-Column-Row,7.4b-1-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-scope 1 emissions excluding emissions from grid-supplied energy generation-city-wide emissions",Question-Column-Row,0.49425287356321834
4.6a-7-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-total generation of grid-supplied energy",Question-Column-Row,7.4b-1-1,"please provide a breakdown of your ghg emissions by scope. where values are not available, please use the comment field to indicate the reason why.-scope 1 emissions excluding emissions from grid-supplied energy generation-city-wide emissions",Question-Column-Row,0.48235294117647054
