q_id_2021,q_text_2021,q_type_2021,q_id_2022,q_text_2022,q_type_2021,jaccardDist
13.3-1-4,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of solid waste generated (tonnes/year)-industrial,Question-Column-Row,3.7-3-1,report the following waste-related data for your jurisdiction.-comment-amount of solid waste generated (tonnes/year),Question-Column-Row,0.45783132530120485
2.0b-5,"please attach and provide details on your climate change risk and vulnerability assessment. please provide details on the boundary of your assessment, and where this differs from your city’s boundary, please provide an explanation.-explanation of boundary choice where the assessment boundary differs from the city boundary",Question-Column,1.1a-3,provide details on your climate risk and vulnerability assessment.-boundary of assessment relative to jurisdiction boundary^,Question-Column,0.46153846153846156
2.1-12,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-please describe the impacts experienced so far, and how you expect the hazard to impact in   the future",Question-Column,1.2-10,provide details on the most significant climate hazards faced by your jurisdiction.-expected future change in hazard frequency^,Question-Column,0.496
2.1-9,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-future change in intensity",Question-Column,1.2-10,provide details on the most significant climate hazards faced by your jurisdiction.-expected future change in hazard frequency^,Question-Column,0.48360655737704916
2.2-4,please identify and describe the factors that most greatly affect your city’s ability to adapt to climate change and indicate how those factors either support or challenge this ability.-please describe how the factor supports or challenges the adaptive capacity of your city,Question-Column,1.3-1,identify and describe the most significant factors impacting on your jurisdiction’s ability to adapt to climate change and indicate how those factors either support or challenge this ability.-factors that affect ability to adapt^,Question-Column,0.22580645161290325
3.2a-6,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-boundary of plan relative to city boundary (reported in 0.1)",Question-Column,7.1a-3,report details on the climate action plan or strategy that addresses climate mitigation and/or climate adaptation (resilience) in your jurisdiction.-confirm attachment/link provided to plan,Question-Column,0.47058823529411764
3.3-2,please describe the main goals of your city’s adaptation efforts and the metrics / kpis for each goal.-climate hazards that adaptation goal addresses,Question-Column,4.1a-3,report your jurisdiction’s main adaptation goals.-climate hazards that goal addresses^,Question-Column,0.4736842105263158
4.6a-1-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,2.1d-4-1,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-stationary energy > residential buildings^",Question-Column-Row,0.3694267515923567
4.6a-1-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,2.1d-4-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.37341772151898733
4.6a-1-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-4-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.36875
4.6a-1-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-2-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no direct emissions to report, please select a notation key to explain why^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.36875
4.6a-1-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,2.1d-4-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.3694267515923567
4.6a-1-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-stationary energy > fugitive emissions",Question-Column-Row,2.1d-2-4,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no direct emissions to report, please select a notation key to explain why^-stationary energy > industrial buildings & facilities^",Question-Column-Row,0.39375000000000004
4.6a-2-2,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-stationary energy > commercial buildings & facilities",Question-Column-Row,2.1d-4-2,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-stationary energy > commercial buildings & facilities^",Question-Column-Row,0.31999999999999995
4.6a-2-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no direct emissions to report, please select a notation key to explain why-ippu > product use",Question-Column-Row,2.1d-4-20,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-ippu > product use",Question-Column-Row,0.37671232876712324
4.6a-3-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > livestock",Question-Column-Row,2.1d-3-22,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)^-afolu > livestock",Question-Column-Row,0.3719512195121951
4.6a-3-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > land use",Question-Column-Row,2.1d-3-23,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)^-afolu > land use",Question-Column-Row,0.38125
4.6a-3-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,2.1d-3-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)^-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.36024844720496896
4.6a-3-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,2.1d-3-5,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)^-stationary energy > agriculture^",Question-Column-Row,0.3313253012048193
4.6a-4-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,2.1d-4-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.32894736842105265
4.6a-4-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,2.1d-4-29,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0.3137254901960784
4.6a-4-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,2.1d-4-31,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,0.33766233766233766
4.6a-5-14,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-waste > solid waste disposal",Question-Column-Row,2.1d-6-14,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-waste > solid waste disposal^",Question-Column-Row,0.33333333333333337
4.6a-5-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-afolu > land use",Question-Column-Row,2.1d-6-23,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-afolu > land use",Question-Column-Row,0.3431952662721893
4.6a-5-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total afolu",Question-Column-Row,2.1d-6-15,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-waste > biological treatment^",Question-Column-Row,0.3508771929824561
4.6a-5-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-generation of grid-supplied energy > local renewable generation",Question-Column-Row,2.1d-6-29,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,0.3163841807909604
4.6a-5-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-6-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.3160919540229885
4.6a-5-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,2.1d-6-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.32183908045977017
4.6a-6-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-4-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no indirect emissions to report, please select a notation key to explain why^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.3619631901840491
4.6a-6-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no emissions occurring outside the city boundary to report as a result of in-city activities, please select a notation key to explain why-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-2-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no direct emissions to report, please select a notation key to explain why^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.3619631901840491
4.6a-7-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-transportation > waterborne navigation",Question-Column-Row,2.1d-7-10,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments^-transportation > waterborne navigation^",Question-Column-Row,0.37341772151898733
4.6a-7-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,2.1d-7-26,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments^-generation of grid-supplied energy > electricity-only generation^",Question-Column-Row,0.34375
4.6a-7-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments-stationary energy > institutional buildings & facilities",Question-Column-Row,2.1d-7-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-please explain any excluded sources, identify any emissions covered under an ets and provide any other comments^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.3459119496855346
4.6b-1-16,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-total basic emissions,Question-Column-Row,2.1c-1-17,provide a breakdown of your community-wide emissions by scope. if the inventory has been developed using the global protocol for community greenhouse gas emissions inventories (gpc) you will also be requested to provide a breakdown by sector.-emissions (metric tonnes co2e)-total basic+ emissions,Question-Column-Row,0.3017241379310345
4.6b-1-16,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-total basic emissions,Question-Column-Row,2.1c-1-16,provide a breakdown of your community-wide emissions by scope. if the inventory has been developed using the global protocol for community greenhouse gas emissions inventories (gpc) you will also be requested to provide a breakdown by sector.-emissions (metric tonnes co2e)-total basic emissions,Question-Column-Row,0.3017241379310345
4.6b-1-8,please provide a summary of emissions by sector and scope as defined in the global protocol for community greenhouse gas emissions inventories (gpc) in the table below.-emissions (metric tonnes co2e)-waste: waste generated within the city boundary – scope 1 (iii.x.1),Question-Column-Row,2.1c-1-11,provide a breakdown of your community-wide emissions by scope. if the inventory has been developed using the global protocol for community greenhouse gas emissions inventories (gpc) you will also be requested to provide a breakdown by sector.-emissions (metric tonnes co2e)-waste: waste generated within the city boundary – scope 1,Question-Column-Row,0.2647058823529411
4.6f-4,"where it will facilitate a greater understanding of your city-wide emissions, please provide a breakdown of these emissions by end user (buildings, water, waste, transport), economic sector (residential, commercial, industrial, institutional), or any other classification system used in your city.-emissions (metric tonnes co2e)",Question-Column,2.1d-3-3,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)^-stationary energy > institutional buildings & facilities^",Question-Column-Row,0.3597122302158273
5.0c-11,"please provide details of your total city-wide base year intensity target. an intensity target is usually measured per capita or per unit gdp. if you have an absolute emissions reduction target, please select “base year emissions (absolute) target” in question 5.0.-target year",Question-Column,5.1a-11,provide details of your emissions reduction target(s).-emissions intensity figure in base year (metric tonnes co2e per capita or gdp)^,Question-Column,0.4521739130434783
5.2a-0,please identify and describe the conditional components of your city-wide emissions reduction target(s).-none,Question-Column,5.1a-22,provide details of your emissions reduction target(s).-select the conditional components of your emissions reduction target,Question-Column,0.4776119402985075
8.2-4-2,"for each type of renewable energy within the city boundary, please report the installed capacity (mw) and annual generation (mwh).-comment-solar thermal",Question-Column-Row,3.2-4-2,"for each type of renewable energy within the jurisdiction boundary, report the installed capacity (mw) and annual generation (mwh).-comment-solar thermal",Question-Column-Row,0.1777777777777778
10.1-6-1,what is the mode share of each transport mode in your city for passenger transport?-cycling-please complete,Question-Column-Row,3.5-3-1,report your jurisdiction’s passenger and/or freight mode share data.-passenger mode share: cycling-please complete,Question-Column-Row,0.4933333333333333
10.3-3-3,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of municipal fleet (excluding buses)-hybrid,Question-Column-Row,3.6-3-4,"report the total emissions, fleet size and number of vehicle types for the following modes of transport.-municipal fleet (government owned vehicles excluding buses)-hybrid electric vehicle fleet size per mode",Question-Column-Row,0.2222222222222222
10.3-4-1,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of freight vehicles-total fleet size,Question-Column-Row,3.6-4-2,"report the total emissions, fleet size and number of vehicle types for the following modes of transport.-freight vehicles-total fleet size per mode",Question-Column-Row,0.22784810126582278
10.3-4-5,please provide the total fleet size and number of vehicle types for the following modes of transport.-number of freight vehicles-hydrogen,Question-Column-Row,3.6-4-6,"report the total emissions, fleet size and number of vehicle types for the following modes of transport.-freight vehicles-hydrogen fleet size per mode",Question-Column-Row,0.2093023255813954
10.3-8-3,please provide the total fleet size and number of vehicle types for the following modes of transport.-comment-hybrid,Question-Column-Row,3.6-6-4,"report the total emissions, fleet size and number of vehicle types for the following modes of transport.-comment-hybrid electric vehicle fleet size per mode",Question-Column-Row,0.20238095238095233
10.3-8-4,please provide the total fleet size and number of vehicle types for the following modes of transport.-comment-plug in hybrid,Question-Column-Row,3.6-6-5,"report the total emissions, fleet size and number of vehicle types for the following modes of transport.-comment-plug in hybrid electric vehicle fleet size per mode",Question-Column-Row,0.18181818181818177
13.3-1-6,what is the amount of your city’s total solid waste collected for each of the following sectors (tonnes/year)?-amount of solid waste generated (tonnes/year)-other,Question-Column-Row,3.7-3-1,report the following waste-related data for your jurisdiction.-comment-amount of solid waste generated (tonnes/year),Question-Column-Row,0.44999999999999996
2.0d-2-1,"if the city’s climate change risk assessment has been conducted more than 4 years ago, what  update/revision process does your city have in place?-provide more details on the update / revision process for your climate risk or vulnerability assessment-update/revision process",Question-Column-Row,1.1a-1,provide details on your climate risk and vulnerability assessment.-assessment attachment and/or direct link^,Question-Column,0.4842105263157894
2.1-3,"please list the most significant climate hazards faced by your city and indicate the probability and consequence of these hazards, as well as the expected future change in frequency and intensity. please also select the most relevant assets or services that are affected by the climate hazard and provide a description of the impact.-current probability of hazard",Question-Column,1.2-10,provide details on the most significant climate hazards faced by your jurisdiction.-expected future change in hazard frequency^,Question-Column,0.49193548387096775
2.3a-3,please report on how climate change impacts health outcomes and health services in your city.-identify the climate hazards most significantly impacting the selected areas,Question-Column,3.8-2,report on how climate change impacts health outcomes and health services in your jurisdiction.-identify the climate hazard(s) that most significantly impact the selected health area,Question-Column,0.2098765432098766
3.2a-1,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-publication title and attach the document",Question-Column,7.1a-3,report details on the climate action plan or strategy that addresses climate mitigation and/or climate adaptation (resilience) in your jurisdiction.-confirm attachment/link provided to plan,Question-Column,0.4916666666666667
3.2a-3,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-sectors/areas covered by plan that addresses climate change adaptation",Question-Column,7.1a-3,report details on the climate action plan or strategy that addresses climate mitigation and/or climate adaptation (resilience) in your jurisdiction.-confirm attachment/link provided to plan,Question-Column,0.49593495934959353
3.2a-8,"please provide more information on your plan that addresses climate change adaptation and/or resilience and attach the document. please provide details on the boundary of your plan, and where this differs from your city’s boundary, please provide an explanation.-stage of implementation",Question-Column,7.1a-3,report details on the climate action plan or strategy that addresses climate mitigation and/or climate adaptation (resilience) in your jurisdiction.-confirm attachment/link provided to plan,Question-Column,0.4873949579831933
4.11-2-6,"does your city have a strategy, or other policy document, in place for how to measure and reduce consumption-based ghg emissions in your city?-please provide more details on and/or a link to the strategy or highlights of any specific actions the city is implementing-aviation",Question-Column-Row,7.3-3-2,does your jurisdiction have a strategy for addressing emissions from consumption of the most relevant goods and services?-highlight any specific action the jurisdiction is implementing to address emissions from the consumption of goods and services in this category-construction and demolition,Question-Column-Row,0.4609375
4.6a-1-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-transportation > waterborne navigation",Question-Column-Row,2.1d-6-10,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-transportation > waterborne navigation^",Question-Column-Row,0.4046242774566474
4.6a-1-12,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-direct emissions (metric tonnes co2e)-transportation > off-road",Question-Column-Row,2.1d-6-12,"provide a breakdown of your community-wide emissions in the format of the common reporting framework.-if you have no emissions to report that are occurring outside the jurisdiction boundary as a result of in-jurisdiction activities, please select a notation key to explain why-transportation > off-road^",Question-Column-Row,0.41764705882352937
