q_id,q_text,q_type,Response Answer,q_text_cln
4.6a-4-27,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > chp generation",Question-Column-Row,108,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whygener of gridsuppli energi chp generat
4.6a-4-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,106,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whygener of gridsuppli energi heatcold generat
4.6a-4-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-generation of grid-supplied energy > local renewable generation",Question-Column-Row,105,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whygener of gridsuppli energi local renew generat
4.6a-4-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > institutional buildings & facilities",Question-Column-Row,118,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whystationari energi institut build facil
4.6a-4-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total generation of grid-supplied energy",Question-Column-Row,97,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytot generat of gridsuppli energi
4.6a-4-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,44,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytot emiss exclud generat of gridsuppli energi
4.6a-4-4,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > industrial buildings & facilities",Question-Column-Row,79,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whystationari energi industri build facil
4.6a-4-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > agriculture",Question-Column-Row,113,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whystationari energi agricultur
4.6a-4-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > fugitive emissions",Question-Column-Row,111,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whystationari energi fugit emiss
4.6a-4-7,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total stationary energy",Question-Column-Row,43,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytot stationari energi
4.6a-4-8,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-transportation > on-road",Question-Column-Row,117,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytransport onroad
4.6a-4-9,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-transportation > rail",Question-Column-Row,102,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytransport rail
4.6a-5-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-stationary energy > residential buildings",Question-Column-Row,105,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2estationari energi residenti build
4.6a-5-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-transportation > waterborne navigation",Question-Column-Row,80,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etransport waterborn navig
4.6a-5-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-transportation > aviation",Question-Column-Row,85,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etransport aviat
4.6a-5-12,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-transportation > off-road",Question-Column-Row,64,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etransport offroad
4.6a-5-13,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-total transport",Question-Column-Row,95,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etot transport
4.6a-5-14,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-waste > solid waste disposal",Question-Column-Row,106,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2ewast solid wast dispos
4.6a-5-15,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-waste > biological treatment",Question-Column-Row,76,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2ewast biolog treatment
4.6a-5-16,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-waste > incineration and open burning",Question-Column-Row,76,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2ewast inciner and open burn
4.6a-5-17,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-waste > wastewater",Question-Column-Row,83,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2ewast wastewat
4.6a-5-18,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-total waste",Question-Column-Row,116,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etot wast
4.6a-5-19,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-ippu > industrial process",Question-Column-Row,65,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2eippu industri process
4.6a-5-2,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-stationary energy > commercial buildings & facilities",Question-Column-Row,96,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2estationari energi commerci build facil
4.6a-5-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-ippu > product use",Question-Column-Row,65,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2eippu product use
4.6a-5-21,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-total ippu",Question-Column-Row,65,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etot ippu
4.6a-5-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-afolu > livestock",Question-Column-Row,62,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2eafolu livestock
4.6a-5-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-afolu > land use",Question-Column-Row,62,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2eafolu land use
4.6a-5-24,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-afolu > other afolu",Question-Column-Row,63,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2eafolu other afolu
4.6a-5-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-total afolu",Question-Column-Row,63,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2etot afolu
4.6a-5-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,59,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2egener of gridsuppli energi electricityon generat
4.6a-5-27,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-generation of grid-supplied energy > chp generation",Question-Column-Row,61,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2egener of gridsuppli energi chp generat
4.6a-5-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,61,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2egener of gridsuppli energi heatcold generat
4.6a-5-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-generation of grid-supplied energy > local renewable generation",Question-Column-Row,60,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2egener of gridsuppli energi local renew generat
4.6a-5-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-emissions occurring outside the city boundary as a result of in-city activities / scope 3 (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,67,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyemiss occur outsid the citi boundari as result of inciti activ scope 3 metric tonn co2estationari energi institut build facil
