q_id,q_text,q_type,Response Answer,q_text_cln
4.6a-3-16,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-waste > incineration and open burning",Question-Column-Row,434,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2ewast inciner and open burn
4.6a-3-17,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-waste > wastewater",Question-Column-Row,440,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2ewast wastewat
4.6a-3-18,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total waste",Question-Column-Row,446,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot wast
4.6a-3-19,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-ippu > industrial process",Question-Column-Row,429,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2eippu industri process
4.6a-3-2,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > commercial buildings & facilities",Question-Column-Row,655,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2estationari energi commerci build facil
4.6a-3-20,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-ippu > product use",Question-Column-Row,424,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2eippu product use
4.6a-3-21,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total ippu",Question-Column-Row,431,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot ippu
4.6a-3-22,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > livestock",Question-Column-Row,429,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2eafolu livestock
4.6a-3-23,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > land use",Question-Column-Row,422,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2eafolu land use
4.6a-3-24,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-afolu > other afolu",Question-Column-Row,429,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2eafolu other afolu
4.6a-3-25,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total afolu",Question-Column-Row,430,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot afolu
4.6a-3-26,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > electricity-only generation",Question-Column-Row,434,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2egener of gridsuppli energi electricityon generat
4.6a-3-27,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > chp generation",Question-Column-Row,429,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2egener of gridsuppli energi chp generat
4.6a-3-28,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > heat/cold generation",Question-Column-Row,431,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2egener of gridsuppli energi heatcold generat
4.6a-3-29,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-generation of grid-supplied energy > local renewable generation",Question-Column-Row,429,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2egener of gridsuppli energi local renew generat
4.6a-3-3,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > institutional buildings & facilities",Question-Column-Row,474,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2estationari energi institut build facil
4.6a-3-30,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total generation of grid-supplied energy",Question-Column-Row,439,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot generat of gridsuppli energi
4.6a-3-31,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total emissions (excluding generation of grid-supplied energy)",Question-Column-Row,620,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot emiss exclud generat of gridsuppli energi
4.6a-3-4,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > industrial buildings & facilities",Question-Column-Row,600,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2estationari energi industri build facil
4.6a-3-5,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > agriculture",Question-Column-Row,497,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2estationari energi agricultur
4.6a-3-6,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-stationary energy > fugitive emissions",Question-Column-Row,427,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2estationari energi fugit emiss
4.6a-3-7,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-total stationary energy",Question-Column-Row,665,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etot stationari energi
4.6a-3-8,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-transportation > on-road",Question-Column-Row,453,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etransport onroad
4.6a-3-9,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes co2e)-transportation > rail",Question-Column-Row,499,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyindirect emiss from the use of gridsuppli electr heat steam andor cool metric tonn co2etransport rail
4.6a-4-1,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-stationary energy > residential buildings",Question-Column-Row,450,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whystationari energi residenti build
4.6a-4-10,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-transportation > waterborne navigation",Question-Column-Row,661,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytransport waterborn navig
4.6a-4-11,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-transportation > aviation",Question-Column-Row,661,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytransport aviat
4.6a-4-12,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-transportation > off-road",Question-Column-Row,658,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytransport offroad
4.6a-4-13,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-total transport",Question-Column-Row,570,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whytot transport
4.6a-4-14,"the global covenant of mayors requires committed cities to report their inventories in the format of the new common reporting framework, to encourage standard reporting of emissions data. please provide a breakdown of your city-wide emissions by sector and sub-sector in the table below. where emissions data is not available, please use the relevant notation keys to explain the reason why.-if you have no indirect emissions to report, please select a notation key to explain why-waste > solid waste disposal",Question-Column-Row,635,the global coven of mayor requir commit citi to report their inventori in the format of the new common report framework to encourag standard report of emiss data pleas provid breakdown of your citywid emiss by sector and subsector in the tabl below where emiss data is not avail pleas use the relev notat key to explain the reason whyif you have indirect emiss to report pleas select notat key to explain whywast solid wast dispos
